Archivo_Origen,Clase_C++,Dialecto,Operacion_JSON_op,Descripcion
ArmSVE.td,UmmlaOp,armsve,armsve.ummla,Matrix-matrix multiply and accumulate op
ArmSVE.td,UsmmlaOp,armsve,armsve.usmmla,Matrix-matrix multiply and accumulate op
ArmSVE.td,ConvertFromSvboolOp,armsve,armsve.convert_from_svbool,Convert a svbool type to a SVE predicate type
ArmSVE.td,ConvertToSvboolOp,armsve,armsve.convert_to_svbool,Convert a SVE predicate type to a svbool type
ArmSVE.td,ZipX2Op,armsve,armsve.zip.x2,Multi-vector two-way zip op
ArmSVE.td,ZipX4Op,armsve,armsve.zip.x4,Multi-vector four-way zip op
ArmSVE.td,PselOp,armsve,armsve.psel,Predicate select
ArmSVE.td,DupQLaneOp,armsve,armsve.dupq_lane,Broadcast indexed 128-bit segment to vector
MPIOps.td,MPI_InitOp,mpi,mpi.init,"Initialize the MPI library, equivalent to `MPI_Init(NULL, NULL)`"
MPIOps.td,MPI_CommWorldOp,mpi,mpi.comm_world,"Get the World communicator, equivalent to `MPI_COMM_WORLD`"
MPIOps.td,MPI_CommRankOp,mpi,mpi.comm_rank,"Get the current rank, equivalent to"
MPIOps.td,MPI_CommSizeOp,mpi,mpi.comm_size,"Get the size of the group associated to the communicator,"
MPIOps.td,MPI_CommSplitOp,mpi,mpi.comm_split,Partition the group associated with the given communicator into
MPIOps.td,MPI_SendOp,mpi,mpi.send,"Equivalent to `MPI_Send(ptr, size, dtype, dest, tag, comm)`"
MPIOps.td,MPI_ISendOp,mpi,mpi.isend,"Equivalent to `MPI_Isend(ptr, size, dtype, dest, tag, comm)`"
MPIOps.td,MPI_RecvOp,mpi,mpi.recv,"Equivalent to `MPI_Recv(ptr, size, dtype, source, tag,"
MPIOps.td,MPI_IRecvOp,mpi,mpi.irecv,"Equivalent to `MPI_Irecv(ptr, size, dtype, source, tag,"
MPIOps.td,MPI_AllGatherOp,mpi,mpi.allgather,Sin descripción
MPIOps.td,MPI_AllReduceOp,mpi,mpi.allreduce,"Equivalent to `MPI_Allreduce(sendbuf, recvbuf, op, comm)`"
MPIOps.td,MPI_ReduceScatterBlockOp,mpi,mpi.reduce_scatter_block,"Equivalent to `MPI_Reduce_scatter_block(sendbuf, recvbuf,"
MPIOps.td,MPI_Barrier,mpi,mpi.barrier,Equivalent to `MPI_Barrier(comm)`
MPIOps.td,MPI_Wait,mpi,mpi.wait,"Equivalent to `MPI_Wait(req, MPI_STATUS_IGNORE)`"
MPIOps.td,MPI_FinalizeOp,mpi,mpi.finalize,"Finalize the MPI library, equivalent to `MPI_Finalize()`"
MPIOps.td,MPI_RetvalCheckOp,mpi,mpi.retval_check,Check an MPI return value against an error class
MPIOps.td,MPI_ErrorClassOp,mpi,mpi.error_class,"Get the error class from an error code, equivalent to"
MathOps.td,Math_SincosOp,math,math.sincos,sine and cosine of the specified value
MathOps.td,Math_FPowIOp,math,math.fpowi,floating point raised to the signed integer power
ShardOps.td,Shard_GridOp,shard,shard.grid,Description of a device/process grid.
ShardOps.td,Shard_GridShapeOp,shard,shard.grid_shape,Get the shape of the grid.
ShardOps.td,Shard_ProcessMultiIndexOp,shard,shard.process_multi_index,Get the multi index of current device along specified grid axes.
ShardOps.td,Shard_ProcessLinearIndexOp,shard,shard.process_linear_index,Get the linear index of the current device.
ShardOps.td,Shard_NeighborsLinearIndicesOp,shard,shard.neighbors_linear_indices,For given grid index get the linear indices of the direct neighbor processes along the given split.
ShardOps.td,Shard_ShardingOp,shard,shard.sharding,Define a sharding of a tensor.
ShardOps.td,Shard_GetShardingOp,shard,shard.get_sharding,Get the sharding of the given tensor.
ShardOps.td,Shard_ShardShapeOp,shard,shard.shard_shape,Get the shard shape for a given process/device.
ShardOps.td,Shard_ShardOp,shard,shard.shard,Annotate on how a tensor is sharded across a shard.
ShardOps.td,Shard_UpdateHaloOp,shard,shard.update_halo,Update halo data.
XeGPUOps.td,XeGPU_CreateNdDescOp,xegpu,xegpu.create_nd_tdesc,Create nd-tensor descriptor operation
XeGPUOps.td,XeGPU_PrefetchNdOp,xegpu,xegpu.prefetch_nd,prefetches a n-D block to cache
XeGPUOps.td,XeGPU_LoadNdOp,xegpu,xegpu.load_nd,loads a n-D block from memory (represented by TensorDesc)
XeGPUOps.td,XeGPU_StoreNdOp,xegpu,xegpu.store_nd,"stores a n-D block register region back to memory, currently only supports 2D"
XeGPUOps.td,XeGPU_PrefetchOp,xegpu,xegpu.prefetch,prefetches a set of scattered data points to cache
XeGPUOps.td,XeGPU_LoadGatherOp,xegpu,xegpu.load,load a set of scattered data points from memory.
XeGPUOps.td,XeGPU_StoreScatterOp,xegpu,xegpu.store,store data to scattered memory locations.
XeGPUOps.td,XeGPU_DpasOp,xegpu,xegpu.dpas,It performs mma computation
XeGPUOps.td,XeGPU_AtomicRMWOp,xegpu,xegpu.atomic_rmw,Atomic read-modify-write operation on the TensorDesc.
XeGPUOps.td,XeGPU_AllocNbarrierOp,xegpu,xegpu.alloc_nbarrier,It allocates a set of named barriers.
XeGPUOps.td,XeGPU_InitNbarrierOp,xegpu,xegpu.init_nbarrier,It assigns a named barrier to the current thread.
XeGPUOps.td,XeGPU_NbarrierArriveOp,xegpu,xegpu.nbarrier_arrive,It signals the arrival at the named barrier.
XeGPUOps.td,XeGPU_NbarrierWaitOp,xegpu,xegpu.nbarrier_wait,It waits for a named barrier.
XeGPUOps.td,XeGPU_FenceOp,xegpu,xegpu.fence,It synchronizes memory accesses.
XeGPUOps.td,XeGPU_ConvertLayoutOp,xegpu,xegpu.convert_layout,Convert the layout of the input operand
XeGPUOps.td,XeGPU_CreateMemDescOp,xegpu,xegpu.create_mem_desc,Create a memory descriptor.
XeGPUOps.td,XeGPU_LoadMatrixOp,xegpu,xegpu.load_matrix,Sin descripción
XeGPUOps.td,XeGPU_StoreMatrixOp,xegpu,xegpu.store_matrix,Sin descripción
XeGPUOps.td,XeGPU_TruncfOp,xegpu,xegpu.truncf,It performs floating point truncation from higher precision
XeGPUOps.td,XeGPU_DpasMxOp,xegpu,xegpu.dpas_mx,It performs scaled mma computation
SparseTensorOps.td,SparseTensor_NewOp,sparsetensor,sparsetensor.new,Sin descripción
SparseTensorOps.td,SparseTensor_AssembleOp,sparsetensor,sparsetensor.assemble,Returns a sparse tensor assembled from the given levels and values
SparseTensorOps.td,SparseTensor_DisassembleOp,sparsetensor,sparsetensor.disassemble,Copies the levels and values of the given sparse tensor
SparseTensorOps.td,SparseTensor_ConvertOp,sparsetensor,sparsetensor.convert,Sin descripción
SparseTensorOps.td,SparseTensor_ReinterpretMapOp,sparsetensor,sparsetensor.reinterpret_map,Reinterprets the dimension/level maps of the source tensor
SparseTensorOps.td,SparseTensor_ToPositionsOp,sparsetensor,sparsetensor.positions,Extracts the `level`-th positions array of the `tensor`
SparseTensorOps.td,SparseTensor_ToCoordinatesOp,sparsetensor,sparsetensor.coordinates,Extracts the `level`-th coordinates array of the `tensor`
SparseTensorOps.td,SparseTensor_ToCoordinatesBufferOp,sparsetensor,sparsetensor.coordinates_buffer,Extracts the linear coordinates array from a tensor
SparseTensorOps.td,SparseTensor_ToValuesOp,sparsetensor,sparsetensor.values,Extracts numerical values array from a tensor
SparseTensorOps.td,SparseTensor_NumberOfEntriesOp,sparsetensor,sparsetensor.number_of_entries,Returns the number of entries that are stored in the tensor.
SparseTensorOps.td,SparseTensor_ConcatenateOp,sparsetensor,sparsetensor.concatenate,Concatenates a list of tensors into a single tensor.
SparseTensorOps.td,SparseTensor_ToSliceOffsetOp,sparsetensor,sparsetensor.slice.offset,Extracts the offset of the sparse tensor slice at the given dimension
SparseTensorOps.td,SparseTensor_ToSliceStrideOp,sparsetensor,sparsetensor.slice.stride,Extracts the stride of the sparse tensor slice at the given dimension
SparseTensorOps.td,SparseTensor_StorageSpecifierInitOp,sparsetensor,sparsetensor.storage_specifier.init,Sin descripción
SparseTensorOps.td,SparseTensor_GetStorageSpecifierOp,sparsetensor,sparsetensor.storage_specifier.get,Sin descripción
SparseTensorOps.td,SparseTensor_SetStorageSpecifierOp,sparsetensor,sparsetensor.storage_specifier.set,Sin descripción
SparseTensorOps.td,SparseTensor_LvlOp,sparsetensor,sparsetensor.lvl,level index operation
SparseTensorOps.td,SparseTensor_CrdTranslateOp,sparsetensor,sparsetensor.crd_translate,Sin descripción
SparseTensorOps.td,SparseTensor_PushBackOp,sparsetensor,sparsetensor.push_back,Sin descripción
SparseTensorOps.td,SparseTensor_ExpandOp,sparsetensor,sparsetensor.expand,Sin descripción
SparseTensorOps.td,SparseTensor_CompressOp,sparsetensor,sparsetensor.compress,Sin descripción
SparseTensorOps.td,SparseTensor_LoadOp,sparsetensor,sparsetensor.load,Rematerializes tensor from underlying sparse storage format
SparseTensorOps.td,SparseTensor_OutOp,sparsetensor,sparsetensor.out,Sin descripción
SparseTensorOps.td,SparseTensor_SortOp,sparsetensor,sparsetensor.sort,Sorts the arrays in xs and ys lexicographically on the
SparseTensorOps.td,SparseTensor_ReorderCOOOp,sparsetensor,sparsetensor.reorder_coo,Reorder the input COO such that it has the the same order as
SparseTensorOps.td,SparseTensor_BinaryOp,sparsetensor,sparsetensor.binary,Binary set operation utilized within linalg.generic
SparseTensorOps.td,SparseTensor_UnaryOp,sparsetensor,sparsetensor.unary,Unary set operation utilized within linalg.generic
SparseTensorOps.td,SparseTensor_ReduceOp,sparsetensor,sparsetensor.reduce,Custom reduction operation utilized within linalg.generic
SparseTensorOps.td,SparseTensor_SelectOp,sparsetensor,sparsetensor.select,Select operation utilized within linalg.generic
SparseTensorOps.td,SparseTensor_YieldOp,sparsetensor,sparsetensor.yield,Yield from sparse_tensor set-like operations
SparseTensorOps.td,SparseTensor_ForeachOp,sparsetensor,sparsetensor.foreach,Iterates over elements in a tensor
SparseTensorOps.td,ExtractIterSpaceOp,sparsetensor,sparsetensor.extract_iteration_space,Extracts an iteration space from a sparse tensor between certain levels
SparseTensorOps.td,ExtractValOp,sparsetensor,sparsetensor.extract_value,Extracts a value from a sparse tensor using an iterator.
SparseTensorOps.td,IterateOp,sparsetensor,sparsetensor.iterate,Iterates over a sparse iteration space
SparseTensorOps.td,SparseTensor_CoIterateOp,sparsetensor,sparsetensor.coiterate,Co-iterates over a set of sparse iteration spaces
SparseTensorOps.td,SparseTensor_PrintOp,sparsetensor,sparsetensor.print,Sin descripción
SparseTensorOps.td,SparseTensor_HasRuntimeLibraryOp,sparsetensor,sparsetensor.has_runtime_library,Sin descripción
PDLOps.td,PDL_ApplyNativeConstraintOp,pdl,pdl.apply_native_constraint,Apply a native constraint to a set of provided entities
PDLOps.td,PDL_ApplyNativeRewriteOp,pdl,pdl.apply_native_rewrite,Apply a native rewrite method inside of pdl.rewrite region
PDLOps.td,PDL_AttributeOp,pdl,pdl.attribute,Define an input attribute in a pattern
PDLOps.td,PDL_EraseOp,pdl,pdl.erase,Mark an input operation as `erased`
PDLOps.td,PDL_OperandOp,pdl,pdl.operand,Define an external input operand in a pattern
PDLOps.td,PDL_OperandsOp,pdl,pdl.operands,Define a range of input operands in a pattern
PDLOps.td,PDL_OperationOp,pdl,pdl.operation,Define an operation within a pattern
PDLOps.td,PDL_PatternOp,pdl,pdl.pattern,Define a rewrite pattern
PDLOps.td,PDL_RangeOp,pdl,pdl.range,Construct a range of pdl entities
PDLOps.td,PDL_ReplaceOp,pdl,pdl.replace,Mark an input operation as `replaced`
PDLOps.td,PDL_ResultOp,pdl,pdl.result,Extract a result from an operation
PDLOps.td,PDL_ResultsOp,pdl,pdl.results,Extract a result group from an operation
PDLOps.td,PDL_RewriteOp,pdl,pdl.rewrite,Specify the rewrite of a matched pattern
PDLOps.td,PDL_TypeOp,pdl,pdl.type,Define a type handle within a pattern
PDLOps.td,PDL_TypesOp,pdl,pdl.types,Define a range of type handles within a pattern
VectorOps.td,Vector_ContractionOp,vector,vector.contract,vector contraction operation
VectorOps.td,Vector_ReductionOp,vector,vector.reduction,reduction operation
VectorOps.td,Vector_MultiDimReductionOp,vector,vector.multi_reduction,Multi-dimensional reduction operation
VectorOps.td,Vector_BroadcastOp,vector,vector.broadcast,broadcast operation
VectorOps.td,Vector_ShuffleOp,vector,vector.shuffle,shuffle operation
VectorOps.td,Vector_InterleaveOp,vector,vector.interleave,constructs a vector by interleaving two input vectors
VectorOps.td,Vector_DeinterleaveOp,vector,vector.deinterleave,constructs two vectors by deinterleaving an input vector
VectorOps.td,Vector_ExtractOp,vector,vector.extract,extract operation
VectorOps.td,Vector_ToElementsOp,vector,vector.to_elements,operation that decomposes a vector into all its scalar elements
VectorOps.td,Vector_FromElementsOp,vector,vector.from_elements,operation that defines a vector from scalar elements
VectorOps.td,Vector_InsertOp,vector,vector.insert,insert operation
VectorOps.td,Vector_ScalableInsertOp,vector,vector.scalable.insert,insert subvector into scalable vector operation
VectorOps.td,Vector_ScalableExtractOp,vector,vector.scalable.extract,extract subvector from scalable vector operation
VectorOps.td,Vector_InsertStridedSliceOp,vector,vector.insert_strided_slice,strided_slice operation
VectorOps.td,Vector_OuterProductOp,vector,vector.outerproduct,vector outerproduct with optional fused add
VectorOps.td,Vector_ExtractStridedSliceOp,vector,vector.extract_strided_slice,extract_strided_slice operation
VectorOps.td,Vector_TransferReadOp,vector,vector.transfer_read,Reads a supervector from memory into an SSA vector value.
VectorOps.td,Vector_TransferWriteOp,vector,vector.transfer_write,The vector.transfer_write op writes a supervector to memory.
VectorOps.td,Vector_LoadOp,vector,vector.load,reads an n-D slice of memory into an n-D vector
VectorOps.td,Vector_StoreOp,vector,vector.store,writes an n-D vector to an n-D slice of memory
VectorOps.td,Vector_MaskedLoadOp,vector,vector.maskedload,loads elements from memory into a vector as defined by a mask vector
VectorOps.td,Vector_MaskedStoreOp,vector,vector.maskedstore,stores elements from a vector into memory as defined by a mask vector
VectorOps.td,Vector_GatherOp,vector,vector.gather,Sin descripción
VectorOps.td,Vector_ScatterOp,vector,vector.scatter,Sin descripción
VectorOps.td,Vector_ExpandLoadOp,vector,vector.expandload,reads elements from memory and spreads them into a vector as defined by a mask
VectorOps.td,Vector_CompressStoreOp,vector,vector.compressstore,writes elements selectively from a vector as defined by a mask
VectorOps.td,Vector_ShapeCastOp,vector,vector.shape_cast,shape_cast casts between vector shapes
VectorOps.td,Vector_BitCastOp,vector,vector.bitcast,bitcast casts between vectors
VectorOps.td,Vector_TypeCastOp,vector,vector.type_cast,type_cast op converts a scalar memref to a vector memref
VectorOps.td,Vector_ConstantMaskOp,vector,vector.constant_mask,creates a constant vector mask
VectorOps.td,Vector_CreateMaskOp,vector,vector.create_mask,creates a vector mask
VectorOps.td,Vector_MaskOp,vector,vector.mask,Predicates a maskable vector operation
VectorOps.td,Vector_TransposeOp,vector,vector.transpose,vector transpose operation
VectorOps.td,Vector_PrintOp,vector,vector.print,print operation (for testing and debugging)
VectorOps.td,VectorScaleOp,vector,vector.vscale,Load vector scale size
VectorOps.td,Vector_ScanOp,vector,vector.scan,Scan operation
VectorOps.td,Vector_StepOp,vector,vector.step,A linear sequence of values from 0 to N
VectorOps.td,Vector_YieldOp,vector,vector.yield,Terminates and yields values from vector regions.
EmitC.td,EmitC_FileOp,emitc,emitc.file,A file container operation
EmitC.td,EmitC_AddressOfOp,emitc,emitc.address_of,Address operation
EmitC.td,EmitC_ApplyOp,emitc,emitc.apply,Deprecated (use address_of/dereference)
EmitC.td,EmitC_CallOpaqueOp,emitc,emitc.call_opaque,Opaque call operation
EmitC.td,EmitC_CastOp,emitc,emitc.cast,Cast operation
EmitC.td,EmitC_ConstantOp,emitc,emitc.constant,Constant operation
EmitC.td,EmitC_DereferenceOp,emitc,emitc.dereference,Dereference operation
EmitC.td,EmitC_ExpressionOp,emitc,emitc.expression,Expression operation
EmitC.td,EmitC_ForOp,emitc,emitc.for,For operation
EmitC.td,EmitC_CallOp,emitc,emitc.call,Call operation
EmitC.td,EmitC_DeclareFuncOp,emitc,emitc.declare_func,An operation to declare a function
EmitC.td,EmitC_FuncOp,emitc,emitc.func,An operation with a name containing a single `SSACFG` region
EmitC.td,EmitC_ReturnOp,emitc,emitc.return,Function return operation
EmitC.td,EmitC_IncludeOp,emitc,emitc.include,Include operation
EmitC.td,EmitC_LiteralOp,emitc,emitc.literal,Literal operation
EmitC.td,EmitC_LoadOp,emitc,emitc.load,Load an lvalue into an SSA value.
EmitC.td,EmitC_MemberOp,emitc,emitc.member,Member operation
EmitC.td,EmitC_MemberOfPtrOp,emitc,emitc.member_of_ptr,Member of pointer operation
EmitC.td,EmitC_ConditionalOp,emitc,emitc.conditional,Conditional (ternary) operation
EmitC.td,EmitC_VariableOp,emitc,emitc.variable,Variable operation
EmitC.td,EmitC_GlobalOp,emitc,emitc.global,A global variable
EmitC.td,EmitC_GetGlobalOp,emitc,emitc.get_global,Obtain access to a global variable
EmitC.td,EmitC_VerbatimOp,emitc,emitc.verbatim,Verbatim operation
EmitC.td,EmitC_AssignOp,emitc,emitc.assign,Assign operation
EmitC.td,EmitC_YieldOp,emitc,emitc.yield,Block termination operation
EmitC.td,EmitC_IfOp,emitc,emitc.if,If-then-else operation
EmitC.td,EmitC_SubscriptOp,emitc,emitc.subscript,Subscript operation
EmitC.td,EmitC_SwitchOp,emitc,emitc.switch,Switch operation
EmitC.td,EmitC_ClassOp,emitc,emitc.class,"Represents a C++ class definition, encapsulating fields and methods."
EmitC.td,EmitC_FieldOp,emitc,emitc.field,A field within a class
EmitC.td,EmitC_GetFieldOp,emitc,emitc.get_field,Obtain access to a field within a class instance
EmitC.td,EmitC_DoOp,emitc,emitc.do,Do-while operation
WasmSSAOps.td,WasmSSA_BlockReturnOp,wasmssa,wasmssa.block_return,Return from the current block
WasmSSAOps.td,WasmSSA_BranchIfOp,wasmssa,wasmssa.branch_if,Jump to target level if condition has non-zero value
WasmSSAOps.td,WasmSSA_ConstOp,wasmssa,wasmssa.const,Operator that represents a constant value
WasmSSAOps.td,WasmSSA_FuncOp,wasmssa,wasmssa.func,Sin descripción
WasmSSAOps.td,WasmSSA_FuncCallOp,wasmssa,wasmssa.call,Calling a Wasm function
WasmSSAOps.td,WasmSSA_FuncImportOp,wasmssa,wasmssa.import_func,Importing a function variable
WasmSSAOps.td,WasmSSA_GlobalOp,wasmssa,wasmssa.global,WebAssembly global value
WasmSSAOps.td,WasmSSA_GlobalImportOp,wasmssa,wasmssa.import_global,Importing a global variable
WasmSSAOps.td,WasmSSA_GlobalGetOp,wasmssa,wasmssa.global_get,Returns the value of the global passed as argument.
WasmSSAOps.td,WasmSSA_IfOp,wasmssa,wasmssa.if,"Execute the if region if condition value is non-zero, the else region otherwise."
WasmSSAOps.td,WasmSSA_LocalOp,wasmssa,wasmssa.local,Declaration of local variable
WasmSSAOps.td,WasmSSA_LocalGetOp,wasmssa,wasmssa.local_get,Set local to value and return the operand.
WasmSSAOps.td,WasmSSA_LocalSetOp,wasmssa,wasmssa.local_set,Set local to given value
WasmSSAOps.td,WasmSSA_LocalTeeOp,wasmssa,wasmssa.local_tee,Set local to value and return the operand.
WasmSSAOps.td,WasmSSA_MemOp,wasmssa,wasmssa.memory,WebAssembly memory definition
WasmSSAOps.td,WasmSSA_MemImportOp,wasmssa,wasmssa.import_mem,Importing a memory
WasmSSAOps.td,WasmSSA_TableOp,wasmssa,wasmssa.table,WebAssembly table value
WasmSSAOps.td,WasmSSA_TableImportOp,wasmssa,wasmssa.import_table,Importing a table
WasmSSAOps.td,WasmSSA_ReturnOp,wasmssa,wasmssa.return,Return from the current function frame
WasmSSAOps.td,WasmSSA_ExtendSI32Op,wasmssa,wasmssa.extend_i32_s,Sin descripción
WasmSSAOps.td,WasmSSA_ExtendUI32Op,wasmssa,wasmssa.extend_i32_u,Sin descripción
WasmSSAOps.td,WasmSSA_ExtendLowBitsSOp,wasmssa,wasmssa.extend,Sin descripción
WasmSSAOps.td,WasmSSA_EqzOp,wasmssa,wasmssa.eqz,Check if the given value is equal to zero
TensorOps.td,Tensor_BitcastOp,tensor,tensor.bitcast,tensor bitcast operation
TensorOps.td,Tensor_CastOp,tensor,tensor.cast,tensor cast operation
TensorOps.td,Tensor_ConcatOp,tensor,tensor.concat,tensor concatenation operation
TensorOps.td,Tensor_DimOp,tensor,tensor.dim,dimension index operation
TensorOps.td,Tensor_EmptyOp,tensor,tensor.empty,empty tensor operation
TensorOps.td,Tensor_ExtractOp,tensor,tensor.extract,element extraction operation
TensorOps.td,Tensor_FromElementsOp,tensor,tensor.from_elements,tensor from elements operation.
TensorOps.td,Tensor_GatherOp,tensor,tensor.gather,gather a subset of a tensor at specified indices
TensorOps.td,Tensor_GenerateOp,tensor,tensor.generate,Creates a dynamically sized tensor from elements
TensorOps.td,Tensor_InsertOp,tensor,tensor.insert,element insertion operation
TensorOps.td,Tensor_RankOp,tensor,tensor.rank,rank operation
TensorOps.td,Tensor_ReshapeOp,tensor,tensor.reshape,tensor reshape operation
TensorOps.td,Tensor_PadOp,tensor,tensor.pad,tensor pad operation
TensorOps.td,Tensor_ParallelInsertSliceOp,tensor,tensor.parallel_insert_slice,Sin descripción
TensorOps.td,Tensor_ScatterOp,tensor,tensor.scatter,scatter a tensor into a destination tensor at specified indices
TensorOps.td,Tensor_SplatOp,tensor,tensor.splat,tensor splat or broadcast operation
TensorOps.td,Tensor_YieldOp,tensor,tensor.yield,Yield a value from a region
BasicPtxBuilderInterface.td,NVVM_SpecialOp,nvvm,nvvm.special.op,Sin descripción
XeVMOps.td,XeVM_BlockLoadOp,xevm,xevm.blockload,subgroup block load
XeVMOps.td,XeVM_BlockStoreOp,xevm,xevm.blockstore,subgroup block store
XeVMOps.td,XeVM_BlockLoad2dOp,xevm,xevm.blockload2d,2D block load
XeVMOps.td,XeVM_BlockStore2dOp,xevm,xevm.blockstore2d,2D block store
XeVMOps.td,XeVM_MemfenceOp,xevm,xevm.memfence,Work-item's memory fence.
XeVMOps.td,XeVM_PrefetchOp,xevm,xevm.prefetch,Prefetch data into a cache subsystem.
XeVMOps.td,XeVM_BlockPrefetch2dOp,xevm,xevm.blockprefetch2d,2D block prefetch
XeVMOps.td,XeVM_MMAOp,xevm,xevm.mma,Subgroup matrix multiply-add
XeVMOps.td,XeVM_TruncfOp,xevm,xevm.truncf,Floating point truncation from f16/bf16 to f8/bf8/f4
XeVMOps.td,XeVM_MMAMxOp,xevm,xevm.mma_mx,Subgroup matrix multiply-add with MxN shape and MX scaling
LLVMOps.td,LLVM_AllocaOp,llvm,llvm.alloca,Sin descripción
LLVMOps.td,LLVM_GEPOp,llvm,llvm.getelementptr,Sin descripción
LLVMOps.td,LLVM_InvokeOp,llvm,llvm.invoke,Sin descripción
LLVMOps.td,LLVM_LandingpadOp,llvm,llvm.landingpad,Sin descripción
LLVMOps.td,LLVM_VaArgOp,llvm,llvm.va_arg,Call to an LLVM function.
LLVMOps.td,LLVM_ExtractElementOp,llvm,llvm.extractelement,Extract an element from an LLVM vector.
LLVMOps.td,LLVM_ExtractValueOp,llvm,llvm.extractvalue,Extract a value from an LLVM struct.
LLVMOps.td,LLVM_InsertElementOp,llvm,llvm.insertelement,Insert an element into an LLVM vector.
LLVMOps.td,LLVM_InsertValueOp,llvm,llvm.insertvalue,Insert a value into an LLVM struct.
LLVMOps.td,LLVM_ShuffleVectorOp,llvm,llvm.shufflevector,Construct a permutation of two vectors.
LLVMOps.td,LLVM_SelectOp,llvm,llvm.select,Sin descripción
LLVMOps.td,LLVM_FreezeOp,llvm,llvm.freeze,Sin descripción
LLVMOps.td,LLVM_AddressOfOp,llvm,llvm.mlir.addressof,"Creates a pointer pointing to a global, alias or a function"
LLVMOps.td,LLVM_GlobalOp,llvm,llvm.mlir.global,LLVM dialect global.
LLVMOps.td,LLVM_GlobalCtorsOp,llvm,llvm.mlir.global_ctors,LLVM dialect global_ctors.
LLVMOps.td,LLVM_GlobalDtorsOp,llvm,llvm.mlir.global_dtors,LLVM dialect global_dtors.
LLVMOps.td,LLVM_AliasOp,llvm,llvm.mlir.alias,LLVM dialect alias.
LLVMOps.td,LLVM_IFuncOp,llvm,llvm.mlir.ifunc,LLVM dialect ifunc
LLVMOps.td,LLVM_DSOLocalEquivalentOp,llvm,llvm.dso_local_equivalent,Creates a LLVM dso_local_equivalent ptr
LLVMOps.td,LLVM_BlockAddressOp,llvm,llvm.blockaddress,Creates a LLVM blockaddress ptr
LLVMOps.td,LLVM_BlockTagOp,llvm,llvm.blocktag,Sin descripción
LLVMOps.td,LLVM_ComdatSelectorOp,llvm,llvm.comdat_selector,LLVM dialect comdat selector declaration
LLVMOps.td,LLVM_ComdatOp,llvm,llvm.comdat,LLVM dialect comdat region
LLVMOps.td,LLVM_LLVMFuncOp,llvm,llvm.func,LLVM dialect function.
LLVMOps.td,LLVM_NoneTokenOp,llvm,llvm.mlir.none,Defines a value containing an empty token to LLVM type.
LLVMOps.td,LLVM_UndefOp,llvm,llvm.mlir.undef,Creates an undefined value of LLVM dialect type.
LLVMOps.td,LLVM_PoisonOp,llvm,llvm.mlir.poison,Creates a poison value of LLVM dialect type.
LLVMOps.td,LLVM_ZeroOp,llvm,llvm.mlir.zero,Creates a zero-initialized value of LLVM dialect type.
LLVMOps.td,LLVM_ConstantOp,llvm,llvm.mlir.constant,Defines a constant of LLVM type.
LLVMOps.td,LLVM_FenceOp,llvm,llvm.fence,Sin descripción
LLVMOps.td,LLVM_InlineAsmOp,llvm,llvm.inline_asm,Sin descripción
LLVMOps.td,LLVM_CallIntrinsicOp,llvm,llvm.call_intrinsic,Call to an LLVM intrinsic function.
LLVMOps.td,LLVM_LinkerOptionsOp,llvm,llvm.linker_options,Options to pass to the linker when the object file is linked
LLVMOps.td,LLVM_ModuleFlagsOp,llvm,llvm.module_flags,Information about module properties
LLVMOps.td,LLVM_NamedMetadataOp,llvm,llvm.named_metadata,Module-level named metadata
VCIXOps.td,VCIX_BinaryImmOp,vcix,vcix.v.iv,Binary VCIX operation with an immediate second operand
VCIXOps.td,VCIX_BinaryOp,vcix,vcix.v.sv,Binary VCIX operation
NVVMOps.td,NVVM_InlinePtxOp,nvvm,nvvm.inline_ptx,Inline PTX Op
NVVMOps.td,NVVM_ReduxOp,nvvm,nvvm.redux.sync,Redux Sync Op
NVVMOps.td,NVVM_NanosleepOp,nvvm,nvvm.nanosleep,Suspends the thread for a specified duration.
NVVMOps.td,NVVM_MBarrierInitOp,nvvm_ptxbuilder,nvvm_ptxbuilder.mbarrier.init,MBarrier Initialization Op
NVVMOps.td,NVVM_MBarrierArriveExpectTxOp,nvvm_ptxbuilder,nvvm_ptxbuilder.mbarrier.arrive.expect_tx,MBarrier Arrive with Expected Transaction Count
NVVMOps.td,NVVM_MBarrierTryWaitParityOp,nvvm_ptxbuilder,nvvm_ptxbuilder.mbarrier.try_wait.parity,MBarrier Potentially-Blocking Try Wait with Phase Parity
NVVMOps.td,NVVM_BarrierArriveOp,nvvm_ptxbuilder,nvvm_ptxbuilder.barrier.arrive,Sin descripción
NVVMOps.td,NVVM_ClusterArriveOp,nvvm,nvvm.cluster.arrive,Cluster Barrier Arrive Op
NVVMOps.td,NVVM_ClusterArriveRelaxedOp,nvvm,nvvm.cluster.arrive.relaxed,Cluster Barrier Relaxed Arrive Op
NVVMOps.td,NVVM_ClusterWaitOp,nvvm,nvvm.cluster.wait,Cluster Barrier Wait Op
NVVMOps.td,NVVM_MembarOp,nvvm,nvvm.memory.barrier,Memory barrier operation
NVVMOps.td,NVVM_FenceScClusterOp,nvvm,nvvm.fence.sc.cluster,Sin descripción
NVVMOps.td,NVVM_FenceSyncRestrictOp,nvvm,nvvm.fence.sync_restrict,Uni-directional thread fence operation
NVVMOps.td,NVVM_FenceMbarrierInitOp,nvvm,nvvm.fence.mbarrier.init,Sin descripción
